Advan,5065
ADVAN,S5H
ADVAN,T1L
ADVAN,T1K
ADVAN,S3D
ADVAN,i45
ADVAN,S7
ADVAN,i5A
ADVAN,i55
ADVAN,M7
ADVAN,S3E
ADVAN,E3A
ADVAN,B7
Advan,i5G
Advan,i5H
ADVAN,T3X
ADVAN,T1X
ADVAN,S5E+
Advan,HAMMER R3E
ADVAN,T1R_Plus
ADVAN,S4L
ADVAN,S50G
ADVAN,E1C+
ADVAN,S35E_3518
ADVAN,M55A
ADVAN,S4K Plus
ADVAN,T1X_New
ADVAN,S4X
ADVAN,S35F_3517
ADVAN,S55C
ADVAN,M4
Advan,R3E
ADVAN,M6A
ADVAN,S4P
ADVAN,S6D
ADVAN,T1G 7003
ADVAN,HAMMER R3C
ADVAN,S3C 3561
ADVAN,S35A
ADVAN,S4K
ADVAN,E1G
ADVAN,S4G
Advan,5037
Advan,7008
ADVAN,T5C 7820
ADVAN,S5T
Advan,S7E
ADVAN,HAMMER R3D
Advan,B4A
Advan,S3F
ADVAN,HAMMER R7D
ADVAN,S4H
ADVAN,S47C
ADVAN,HAMMER R1E
ADVAN,S35D
ADVAN,S45A
ADVAN,T1Z PLUS
Advan,S40C
ADVAN,S47A
ADVAN,S45C
ADVAN,T1Q
ADVAN,HAMMER R7E
ADVAN,T1L 7001
ADVAN,S6A
ADVAN,E1F
ADVAN,S4A+
ADVAN,S35
ADVAN,S5J 5070
ADVAN,S5R
ADVAN,T1J+ 7050
ADVAN,S4J
ADVAN,S35E
Advan,T1R
Advan,S5E NXT
ADVAN,S3A+
ADVAN,T1J PRO
Advan,i55K
ADVAN,T5G
Advan,i55D
ADVAN,S35i
ADVAN,S35G
Advan,i7D
Advan,i55C
Advan,i4A
Advan,i55U
Advan,i55A
ADVAN,E3C
Advan,i5D
Advan,i5E
Advan,i5K
Advan,i5U
Advan,i4K
ADVAN,S5E NEW
Advan,i4U
ADVAN,T1Q PLUS
Advan,i4D
Advan,i4C
ADVAN,W89
Advan,i7U
Advan,T3G
Advan,T5-A
ADVAN,S47E
Advan,T3-A
Advan,T1-D
ADVAN,W80
ADVAN,T1M 7053
Advan,i7K
ADVAN,R7B
Advan,S7C
ADVAN,HAMMER R5E
Advan,S50i
Advan,S50J
ADVAN,R7C
ADVAN,T3E+ 1001
ADVAN,E1C+ 7002
ADVAN,HAMMER R3+
ADVAN,T1M
ADVAN,S5E PRO
ADVAN,HAMMER R5D
ADVAN,HAMMER R5F
Advan,S35L
Advan,B7A
Advan,S50H
Advan,B5A
ADVAN,HAMMER R3B
ADVAN,S50E
Advan,i7A
ADVAN,S50D
ADVAN,S50A
ADVAN,HAMMER R5G
Advan,S3G
ADVAN,T1S
ADVAN,S53F
ADVAN,HAMMER R7F
ADVAN,S50F
Advan,S3H
ADVAN,S38H
ADVAN,T3J
ADVAN,HAMMER R3G
ADVAN,S45D
ADVAN,HAMMER R5i
Advan,S7F
ADVAN,T1X PLUS
ADVAN,W97
ADVAN,HAMMER R5H
ADVAN,S4E 4001
ADVAN,HAMMER R1D
ADVAN,S57
Advanced Mobile Payment Inc.,AMP 7000
Advanced Mobile Payment Inc.,AMP 9000
Advanta,"AD2102, ADL600, AD55,AD08"
AEG,QX60
AEG,QSX400
AEG,BTX330
AEON,AEON-N18
AEON,AEON-N58
AEON,AEON-N9
AEON,AEON-S4
AEON,AEON-A8
AEON,AEON-N5
AEON,AEON-N8
AEON,AEON-N518
AEON,AEON-K118
Aermoo,R1
af,af5
af,af8
AFFIX ,M8-LTE
AFFIX,ELITE AQUARIUS
AFFIX,RANGER BRAVO
AFFIX,ELITE GEMINI
AFFIX ,T737
AFiTA,AFiTA A8
AFiTA,AFiTA A6
AFONE,G3 G5 G6 G9 G10
"AFONE, AFOM,VOK",F55  A300   H880   660   GC900
Afrione,Gravity Z1
Afrione,Champion
AFTI,AFTI W9100
AFTI,AFTI W9200
AFTI,AFTI So2
AFTI,AFTI L8
AG,AG style 2
AG,AG Ultra 2
AG,AG Freedom Access
AG,AG Style Plus
AG,AG Punch
AG,AG SPARK
AG,AG Boost 2
AG,AG Glow
AG,AG Sting Plus
AG,AG Striker
AG,AG WAVE
AG,AG Chrome Vibe
AG,AG Chrome Selfie
AG,AG Chrome MINI
AG,AG Chrome Status
AG,AG Glide
AG,AG Buzz
AG,AG ZONE
AG,AG TYPO
AG,AG JIVE
AG,"AG #HASHTAG,"
AG,AG Chrome Ultra
AG,AG Chrome Swift
AG,AG Everlast
AG,AG Chrome Go Tab 7.0
AG,AG Chrome Plus+
AG,AG Sting
AG,AG Ghost
AG,AG Style
AG,AG Zenith
AG,AG Go Tab Access 2
AG,AG Razor
AG,AG Boost
AG,AG ZOOM 2
AG,AG FREEDOM+ LTE
AG,AG FREEDOM 1st
AG,AG FREEDOM E TAB 7
AG,AG  FREEDOM X 
AG,Whutz Zappa
AG,Thinta WhatsApp
AG,AG FREEDOM E
AG,AG GO-TAB 10 3G 
AG,AG SNAP
AG,AG FLAIR
AG,AG GO TAB MAX 10 LTE
AG,AG CHARM
AG,AG Zoom
AG,AG Xtype
AG,Chacer
AG,AG Go-Tab Access
AG,Rage
AG,Shine
AG,Quest
AG,Bolt
AG,Neon
AG,Thetha
AG,Keepa
AG-TEL,SUMO  TOWER
AG-TEL,MIRZA  AZAD
AG-TEL,No.3
AG-TEL,RAJA  COOL
AG-TEL,A-3000
AG-TEL,"NOVA, POWER"
AG-TEL,No.2
AG-TEL,T-80
AG-TEL,T-90
AG-TEL,AG-80
AG-TEL,BODYGUARD
AG-TEL,K-12
AG-TEL,H-20
AG-TEL,MINI
AG-TEL,RACE
AG-TEL,ARMY
AG-TEL,AG-90
AG-TEL,"C-1,C-2"
AG-TEL,K-70
AG-TEL,"XUV-500,1130"
AG-TEL,COLOR
AG-TEL,SHAKTIMAAN
AG-TEL,F-3
AG-TEL,MASTER
AG-TEL,PROFIT
AG-TEL,F-4
AG-TEL,BANK
AG-TEL,A-7
AG-TEL,V-120
AG-TEL,V-101
AG-TEL,ANDRO
AG-TEL,B-4
AG-TEL,"CHAMPION, V-2"
AG-TEL,B-5
AG-TEL,"INVERTER,W-100"
AG-TEL,B-10
AG-TEL,A-1
AG-TEL,X-2
AG-TEL,V-3
AG-TEL,AG-2600
AG-TEL,VOTE NO. 5
AG-TEL,F-800
AG-TEL,AG-1678
AG-TEL,B-3
AG-TEL,XUV-700
AG-TEL,No.4
AG-TEL,XUV-600
AG-TEL,CHOCOLATE
AG-TEL,DABANG
AG-TEL,AG-606
AG-TEL,9300 MINI
AG-TEL,X-300
AG-TEL,AG-505
AG-TEL,DREAM
AG-TEL,W-200
AG-TEL,RACER
AG-TEL,CHOCOLATE II
AG-TEL,AG-4
AG-TEL,M-9
AG-TEL,A-2
AG-TEL,CAR
AG-TEL,P-300
AG-TEL,V-15
AG-TEL,V-13
AG-TEL,AG-3050
AG-TEL,ROYAL-26
AG-TEL,C-30
AG-TEL,LUCKY
AG-TEL,E-400
AG-TEL,LEADER
AG-TEL,BULLET II
AG-TEL,G-1
AG-TEL,G 2
AG-TEL,HEERA
AG-TEL,CHETAK
AG-TEL,SHOLAY
AG-TEL,A-3
AG-TEL,K-40
AG-TEL,K-30
AG-TEL,K-50
AG-TEL,P-100
AG-TEL,AG-5230
AG-TEL,T-20
AG-TEL,K-60
AG-TEL,A-6
AG-TEL,AG-707
AG-TEL,AG-5240
AG-TEL,DOLLAR
AG-TEL,F-2
AG-TEL,A-4
AG-TEL,"Q-1,Q-2,Q-3,Q-4,Q-5"
AG-TEL,AG-111
AG-TEL,AG-777
AG-TEL,F-1
AG-TEL,AG-222
AG-TEL,A-POD
AG-TEL,DON
AG-TEL,2012
AG-TEL,C 5
AG-TEL,K-700
AG-TEL,LOTTERY
AG-TEL,DIESEL
AG-TEL,X-9
AG-TEL,X-10
AG-TEL,B-1
AG-TEL,PETROL
AG-TEL,K 11
"AG-TEL,",DISCO
"AG-TEL,MEX","S6,S9,S3,S1,S5"
AGM,AGM A2
AGM,AGM M2
AGM,AGM X1
AGM,AGM A1Q
AGM,AGM A8
AGM,AGM X2
AGM,AGM A1
AGM,AGM A1 mini
AGY,AGY
ai zai xian,R1-1
ai99,"MG168,AT218"
ai99,AT218
ai99,MG10
ai99,AT8801
aiaole,G-31
aibeiduo,ibaby i9
aierm,A809
aierma,A801
aierma,AM1000
aierma,AM-9000
aierma,AM-8000
aierma,aierma-i9300
aierma,aierma-M86
aierma,AM8
aierma,AM-8000+
aigale,Ai-W300R
AIIMI,Ami V8
Aikong,Aikong A6
AIKUN,"AT774GS, AT776GS, AT777GS, AT829GS"
AILINUO,A1 Plus
AILINUO,AILINUO A1
AILISHUN,AILISHUN K6
AILISHUN,WC4030IN
AILISHUN,NV-1
ailyfu,ailyfu L520
ailyfu,ailyfu I520
ailyfu,ailyfu F520
AIMIR,NLM-L351AT1
AiNUODE,AK_30
AiNUODE,AK30
AiNUODE,TD136
AiNUODE,AK28
AiNUODE,AK_20
AiNUODE,AK_22
AiNUODE,AK-19
AiNUODE,AK26
AiNUODE,AK-20
AiNUODE,TD126
AiNUODE,AK_19
AiNUODE,TD137
Ainuode,AK35
Ainuode,TD128
AIO,optec101
AIPAINI,TR-01
Air,A9337
Aircall,"A3,A4"
Aircall,"A1,A1i,A2"
AirCard AC763S,AC763S
AirCard AC810S-200,AC810S-200
AirCard AC810S-300,AC810S-300
Airfone,Delta M5656
Airfone,"DeltaR1,DeltaR2,Delta K11"
Airfone,"Delta X3i,Delta S25"
Airfone,"Delta K16,k17"
Airfone,"K9,DeltaM72"
Airfone,"Delta B3,Delta B 5"
Airfone,Delta X1i
Airfone,"DeltaT11,DeltaT15"
Airfone,Delta 6565
Airfone,"Delta D555,Delta D666"
Airfone,Delta S15
Airfone,Delta 4X4
Airfone,Delta U1
Airfone,Delta 4X4TV
Airfone,Delta B15
Airfone,Delta B52
Airfone,"AF110,AF102"
Airfone,Delta U5
Airfone,"Delta M5454,AF170,F1"
Airfone,Delta M66
Airfone,G1 (Gamyo)
Airfone,"Delta X100/ X200/ X300,X303"
Airfone,AF165
Airfone,AF155
Airfone,"Delta B5,Delta B10"
Airfone,AF212
Airfone,AF555
Airfone,Delta M20
Airfone,"Delta S5,Delta S10,Delta S20"
Airfone,"Delta 786i,Delta B21, Delta B27"
Airfone,AF150
Airfone,"Delta X401,2730i,Delta M21,L100,DELTA F800 (twinkle)"
Airfone,"Delta TX301,1200i"
Airfone,AF110
Airfone,"Delta T300,I9++,Delta T500, Delta T8"
Airfone,"AF109,Delta X1,Delta M22"
Airfone,"Delta X400, Delta X410,1100i, Delta X500 ,3100i"
Airfone,"AF202,AF211"
Airfone,"AF999,Delta M4250i,Delta M64"
Airfone,"AF14,AF101"
Airfone,AF303
Airfone,Delta A15
AirLink,AR8582
AirLink,FX30
AirLink,MP70
AirLink,HiLoNC V2
AirMaster,4100
Airnet,"AN2222,AN11,AN21,AN-02"
Airnet,"AN-08,AN-27,K800"
Airnet,"K-555,K-222,K-888"
Airnet,"AN11,AN-12,K11,K-51"
AirPrime,EM7455
AirPrime,SL8084T
AirPrime,SL8084BT
AirPrime,EM7445
AirPrime,EWM210
Airprime,MC9090
AirPrime,SL6087
AirPrime,HL8549
AirPrime,MC8090
AirPrime,EM7430
AirPrime,HiloV2 Ingenico
AirPrime,"HiLoV2,  HiLoNC V2"
AirPrime,Q2686
AirPrime,HiLo V2 Ingenico BR
AirPrime,HL7692
AirPrime,HL8549-G
AirPrime,HL7690
AirPrime,HL7618
AirPrime,SL8084BTA
AirPrime,HL7528
AirPrime,WP7504-G
AirPrime,EWM1000
AirPrime,AR7558
AirPrime,HL7650
AirPrime,AR7596
AirPrime,MC7455
AirPrime,AR7598
AirPrime,AR7592
AirPrime,AR7594
AirPrime,HL7748
AirPrime,HL7718
AirPrime,AR7556
AirPrime,HL7749
AirPrime,AR7584
AirPrime,AR7582
AirPrime,AR7588
AirPrime,AR7586
AirPrime,EM7565
AirPrime,Q2687 ESIM
AirPrime,EWM210-7R
AirPrime,HL7519
AirPrime,MC7350-L
AirPrime,EM7455L
AirPrime,WP7603
AirPrime,EM7330
AirPrime,SL8084
AirPrime,HiLo3G 900
AirPrime,WP8548-G
AirPrime,AirPrime SL6087B
AirPrime,HL7618RD
AirPrime,MC7455B
AirPrime,EWM100
AirPrime,SL8082BTA
AirPrime,MC7430
AirPrime,DTM971
AirPrime,HL8518
AirPrime,EWM300
AirPrime,EM7455B
AirPrime,HL8518SED
AirPrime,EM7340
AirPrime,HL6528G-2.8V
AirPrime,HL7518
AirPrime,MC8805
AirPrime,HL7539
AirPrime,HL7538
AirPrime,MC7354B
Airspan Networks,900-06-710
Airspan Networks,Airunity
Airspan Networks,AirDensity
AIRTOUCH,301T
AIRTOUCH,801T
AIRTOUCH,AIRTOUCH 801T
Airtyme,DIEGO FXD6026
Aisino,ASE-3020R
aiwujie,LUNA1
aiyitong,aiyitong Z9000
aiyitong,AY688
aiyitong,AY188
AJO,"5222,5218,D003,A1800"
AJO,"HD71,1202i,7720,1280i"
AJP,AJP
AK,"JP-5001,JP-5502,JP-5503,JP-6001"
AKAI,Goro
AKAI,Takashi
AKAI,GoroPlus
Akai,Goro Super
AKAI,ITO-Touch
Akai,6610 Touch
AKAI,Trio
Akai,Tachi
Akai,Connect pad
Akai,SUMO
Akai,CONNECT BOOK
Akai,7713 Q-Touch
Akai,3314
AKAI,6611
Akai,3313
AKAI,2213
AKAI,SAMURAI PLUS
Akai,4413
AKAI,2212
Akai,NINJA
Akai,"4411,4411 PLUS"
Akai,NINJA PLUS
AKAI,2214
AKAI,Connect Leaf
Akai,4412
AKASAKI,"A18,A27,HABIBI,A33,A9"
AKASAKI,Bismillah 786
AKASAKI,Marhaba
AKASAKI,"AK3,AK9,AK12,AK33"
AKUA,MK5
AKUA,EK4e
AKUA,FK1a
AKUA,RS3
ALCATE,6050F
ALCATECH,E6700
ALCATECH,E202
ALCATECH,E07
ALCATECH,E05
ALCATECH,SX6
ALCATECH,SI6
ALCATEL,5023E
ALCATEL,HH41CM
ALCATEL,5093I
ALCATEL,ALCATEL One Touch X220D
ALCATEL,2038F
ALCATEL,7071I
ALCATEL,5057X
ALCATEL,ALCATEL One Touch X220X
ALCATEL,7071D
ALCATEL,4047F
ALCATEL,4047A
ALCATEL,OT-X520E
